category,maker_name,year,units_sold
2W,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),2023,128
2W,ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),2023,32
3W,ZENIAK INNOVATION INDIA LTD,2023,2836
3W,ZENTHIUM EV PVT LTD,2023,718
3W,ZEOPLUS AXIS INDIA PVT. LTD.,2023,3563
3W,ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,2023,11
3W,ZESAR MOTORS PVT LTD,2023,37
2W,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),2023,45
2W,ZHEJIANG TIANYING  (IMPORTER: NEWTRON ELECTRIC),2023,64
3W,ZOHAN TRADERS AND BIG METRO,2023,131
3W,3EV INDUSTRIES PVT LTD,2024,51
3W,3S INDUSTRIES PRIVATE LIMITED,2024,578
3W,A K GUPTA & CO.,2024,355
3W,A P I MOTORS PVT LTD,2024,146
3W,A.J ENTERPRISES,2024,66
3W,A.R. MOTOR,2024,164
3W,A.V.AUTOMOTIVES PVT LTD,2024,674
2W,A-1 SUREJA INDUSTRIES,2024,2
3W,AADHYA ENTERPRISES,2024,312
3W,AADITYA GARBAGE PRODUCTS PVT LTD,2024,4
3W,AAHANA COMMERCE PVT LTD,2024,1194
3W,AAKK AUTO PVT LTD,2024,16
3W,AARGEE ELECTRIC,2024,4
2W,ABZO MOTORS PVT LTD,2024,48
3W,ACCRETION POWER AUTOS,2024,329
3W,ADAPT MOTORS PVT LTD,2024,1
LMV,ADAPT MOTORS PVT LTD,2024,1
3W,ADIDEV TECHNOA PVT LTD,2024,927
3W,ADITYA SAI INDUSTRIES,2024,152
3W,ADM TECHNOLOGIES PVT. LTD.,2024,151
2W,ADRIS ELECTRIC PVT LTD,2024,8
2W,AFTEK MOTORS INDIA PVT LTD,2024,34
3W,AGRAWAL RENEWABLE ENERGY PVT LTD,2024,2
3W,AJAY MOTORS PRIVATE LIMITED,2024,109
3W,AKG INTERNATIONAL,2024,1048
3W,ALBEDO VISION PVT LTD,2024,4
MMV,ALL TERRAIN CRANE,2024,20
3W,ALLENTTI MOTORS PVT LTD,2024,131
3W,ALLFINE INDUSTRIES PVT LTD,2024,6317
3W,ALTIER ELECTRIC VEHICLES PVT LTD,2024,1804
3W,ALTIGREEN PROPULSION LABS PVT LTD,2024,939
LMV,ALTIGREEN PROPULSION LABS PVT LTD,2024,6
2W,ALTIUS EV TECH PVT LTD,2024,14
3W,ALTIUS TECHNOLOGIES,2024,7
3W,AMAN AUTOMOBILES,2024,55
3W,AMAN ELECTRIC VEHICLES,2024,327
3W,AMBIKA ENTERPRISES,2024,55
3W,AMBIKA INDUSTRIES,2024,1060
2W,AMO MOBILITY SOLUTIONS PVT LTD,2024,80
2W,AMPERE VEHICLES PRIVATE LIMITED,2024,857
2W,ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,2024,22
2W,ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),2024,3
2W,ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),2024,39
2W,ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),2024,8
3W,ANJALI AUTO COMPONENTS,2024,22
3W,ANJALI TRADERS,2024,53
3W,ANOOP CYLINDERS PVT LTD,2024,8
3W,APARNA INDUSTRIES,2024,30
3W,APM AUTO SALES,2024,395
3W,APSARA ENTERPRISE,2024,685
3W,ARCHIT ENTERPRISES,2024,777
3W,ARD EXIM,2024,29
3W,ARNA ELECTRIC AUTO PVT LTD,2024,76
3W,ARROW AUTOMOTIVE,2024,1925
3W,ASAV AUTOMOTIVE PVT LTD,2024,1
3W,ASHA IMPEX,2024,126
3W,ASHLESHA POWER CONTROLS PVT LTD,2024,2
3W,ASHMA-MOTORS PVT LTD,2024,828
3W,ASHWA ELECTRIC,2024,1
2W,ATHER ENERGY PVT LTD,2024,58547
3W,ATTOLENT AUTO GROUP PVT LTD,2024,408
3W,ATUL AUTO LTD,2024,3938
3W,ATUL GREENTECH PRIVATE LIMITED,2024,308
2W,ATUMOBILE PVT LTD,2024,22
3W,ATUT SANGAM,2024,1593
LMV,AUDI AG,2024,100
3W,AUTOECO GREEN ENERGY PVT LTD,2024,524
3W,AUTOHAUS PRIVATE LIMITED,2024,2
3W,AUTOLITE (INDIA) LIMITED,2024,1
3W,AVL ELECTRIC VEHICLES PVT LTD,2024,1951
3W,AVON CYCLES LTD,2024,429
2W,AYAAN ELECTRONIC PVT LTD,2024,25
3W,B24 ROKET EV,2024,663
3W,BABA E-VEHICLES,2024,515
3W,BAGHWAN RIKSHAW UDYOG,2024,25
2W,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),2024,3
2W,BAJAJ AUTO LTD,2024,73698
3W,BAJAJ AUTO LTD,2024,16461
LMV,BAJAJ AUTO LTD,2024,1
3W,BAJAJ IMPLEMENTS PVT. LTD,2024,575
3W,BAL GOPAL WHEELS PVT LTD,2024,99
3W,BALAJI TRADING COMPANY,2024,21
3W,BALAN ENGINEERING PVT LTD,2024,112
3W,BALI AUTO INDUSTRIES,2024,159
2W,BATTRE ELECTRIC MOBLITY PVT LTD,2024,1836
3W,BAXY LTD,2024,1481
2W,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,2024,402
3W,BENTINCK INDUSTRIES PVT. LTD.,2024,137
3W,BEST WAY AGENCIES PVT LTD,2024,3545
3W,BESTWAY BANARASH,2024,10
2W,BGAUSS AUTO PRIVATE LIMITED,2024,10711
3W,BHADAURIA ENTERPRISES,2024,81
3W,BHAVE ELECTRIC VEHICLES PVT LTD,2024,1398
3W,BHM INDUSTRIES,2024,1377
3W,BIG BULL TRADER PVT LTD,2024,1040
LMV,BIG BULL TRADER PVT LTD,2024,1
3W,BIJNOR ENTERPRISES,2024,24
2W,BLIX CYCLES AND E-VEHICLES PVT LTD,2024,4
LMV,BMW INDIA PVT LTD,2024,591
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2024,326
2W,BOUNCE ELECTRIC 1 PVT LTD,2024,1598
3W,BRIGHT AUTOZONE PVT LTD,2024,1853
3W,BRIGHT METAL WORKS,2024,1
3W,BSERAIL ENGINEERING PVT LTD,2024,41
LMV,BYD AUTO,2024,2
LMV,BYD INDIA PRIVATE LIMITED,2024,1401
3W,C M OVERSEAS,2024,16
3W,CAPCO INDUSTRIES PVT LTD,2024,30
LMV,CAPCO INDUSTRIES PVT LTD,2024,1
3W,CARREE YUNUS VEHICLE PVT LTD,2024,22
3W,CART INDIA,2024,357
3W,CEEON INDIA,2024,394
3W,CELLETRON MOTOR WORKS,2024,93
3W,CHAMPION POLY PLAST,2024,6654
3W,CHANDAKE-AUTOMOBILES LLP,2024,37
2W,CHANDANA CORPORATION,2024,106
3W,CHAUHAN AUTO INDUSTRIES,2024,380
3W,CHEHAK BATTERIES,2024,190
2W,CHETAK TECHNOLOGY LIMITED,2024,4
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2024,154
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2024,10
2W,CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,2024,1
3W,CITADEL ENTERPRISES(OPC) PVT LTD,2024,8
3W,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,2024,301
3W,CLENERGY INNOVATIONS PVT LTD,2024,1
3W,CONTINENTAL ENGINES PVT LTD,2024,425
3W,CYRUS AUTO INDUSTRIES PVT LTD,2024,37
3W,D S INDUSTRIES,2024,2
3W,D.K. MOTORS,2024,5
3W,DAKSH INDUSTRIES,2024,2871
2W,DAO EVTECH PRIVATE LIMITED,2024,72
3W,DASHMESH TRADERS,2024,73
3W,DAVE EXIM PVT LTD,2024,120
3W,DE EUSI MOTORS PVT LTD.,2024,1048
3W,DEEP DRAWN TECHNOLOGIES,2024,14
3W,DELTA AUTOCORP LLP,2024,1246
3W,DELTEK ENTERPRISES PVT LTD,2024,21
3W,DEV MOTORS,2024,287
3W,DEVAM ELECTRIC VEHICLES PVT LTD,2024,83
3W,DHAR IN PVT LTD,2024,26
3W,DHAR INTERNATIONAL,2024,14
3W,DHRITI ENTERPRISES,2024,81
3W,DIAMOND E VEHICLES,2024,234
3W,DILIGENT MOBILITY SERVICE PVT LTD,2024,1
3W,DILLI ELECTRIC AUTO PVT LTD,2024,11832
3W,DIVANSU AUTOMOBILES LTD,2024,43
3W,DIVYA ENTERPRISES,2024,403
2W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2024,1
3W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2024,23
3W,DSF INDUSTRIES PVT LTD,2024,1
3W,DSR EV MOBILITY PVT LTD,2024,27
3W,DUKE AUTO INDIA,2024,444
3W,DYNAVOLT TECHNOLOGY INDIA LTD,2024,1
3W,DYS IMPEX PRIVATE LIMITED,2024,495
3W,E ROYCE MOTORS INDIA PVT LTD,2024,479
2W,E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2024,1
3W,E-ASHWA AUTOMOTIVE PVT LTD,2024,86
3W,EBUZZ MOBILITY LLP,2024,16
3W,ECO DYNAAMIC EQUIPMENTS,2024,55
2W,ECO FUEL SYSTEMS (I) PVT LTD,2024,127
3W,ECO SMART VEHICLES PVT LTD,2024,816
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2024,44
3W,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2024,165
3W,EDMRC MANNSCHAFT LLP,2024,20
3W,EFEV CHARGING SOLUTION PVT LTD,2024,170
3W,E-GURU AUTO ENERGY,2024,202
3W,ELECTRA INTERNATIONAL,2024,8
2W,ELECTRECA VEHICLES,2024,40
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2024,2
3W,ELEPHANTA INDUSTRIES PVT LTD,2024,8
3W,ELITE AUTO ENGINEERS PVT LTD,2024,934
2W,ELTHOR ENERGY PRIVATE LIMITED,2024,82
3W,E-MOTION AUTOMOTIVE INDUSTRY LLP,2024,259
3W,ENERGY ELECTRIC VEHICLES,2024,6782
3W,ENGINIA VEHICLES PVT LTD,2024,184
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2024,237
2W,ENIGMA AUTOMOBILES PVT LTD,2024,13
3W,ENTICE IMPEX PVT LTD,2024,599
3W,EPOWER VEHICLES PVT LTD,2024,6
3W,ERISHA E MOBILITY PVT LTD,2024,48
LMV,ERISHA E MOBILITY PVT LTD,2024,1
2W,E-SPRINTO GREEN ENERGY PVT LTD,2024,331
2W,ESSEL ENERGY INFRA PVT LTD,2024,1
3W,ETRIO AUTOMOBILES PVT LTD,2024,6
3W,EULER MOTORS PVT LTD,2024,2104
LMV,EULER MOTORS PVT LTD,2024,2
LMV,EVAGE AUTOMOTIVE PVT LTD,2024,60
3W,EVBHARAT RANGE PRIVATE LIMITED,2024,18
3W,EVCO AUTOMOBILES PVT LTD,2024,327
3W,EVEX AUTO INDIA PVT LTD,2024,36
3W,EVOLUTION AUTOTECH,2024,2
2W,EVTRIC MOTORS PVT LTD,2024,123
2W,EXERVAL PVT LTD,2024,13
3W,EXIDE INDUSTRIES LTD,2024,1318
3W,EXTRA FAST SOLUTIONS,2024,470
3W,EXTREME MOTORS,2024,90
3W,EYUG AUTOMOBILE PVT LTD,2024,10
3W,FEDE INDUSTRIES PVT LTD,2024,496
2W,FIADO INDUSTRIES PVT LTD,2024,58
3W,FIRST CHOICE ELECTRIC VEHICLES PVT LTD,2024,281
3W,FITWEL MOBILITY PVT LTD,2024,2
3W,FIVE ELEMENTS,2024,83
3W,FRN MOTORS PVT LTD,2024,6
2W,FSTMOTO (IMPORTER: AUTOICARE INNOVATION),2024,21
2W,FSTMOTO INTERNATIONAL (IMPORTER: TEDI (INDIA)),2024,2
2W,FUJIYAMA POWER INFRA PVT. LTD.,2024,4
3W,G & G AUTOMOTIVE,2024,648
3W,G. M. VEHICLE INDUSTRIES,2024,22
3W,G.K E-VEHICLS INDUSTRIES PVT LTD,2024,479
3W,G.K. RICKSHAW,2024,2850
3W,GAGAN AUTOMOTIVES,2024,508
3W,GALVANIC AUTO PVT LTD,2024,19
2W,GAURA ELECTRIC VEHICLES PVT LTD,2024,163
3W,GAYATRI ELECTRIC VEHICLES,2024,1053
3W,GKON ELECTRIC MOTOR VEHICLES PVT LTD,2024,277
3W,GOBIND INDUSTRIES PVT LTD,2024,10
2W,GODAWARI ELECTRIC MOTORS PVT LTD,2024,184
3W,GODAWARI ELECTRIC MOTORS PVT LTD,2024,155
3W,GODAWARI TECHNO SOLUTIONS PVT LTD,2024,32
3W,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,2024,36
2W,GOGORO INDIA PVT LTD,2024,115
2W,GOLDENLION (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),2024,1
3W,GOPAL AUTO MOTORS PVT LTD,2024,939
2W,GOREEN E-MOBILITY PVT LTD,2024,952
3W,GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,2024,11
3W,GRD MOTORS,2024,2043
2W,GREAVES ELECTRIC MOBILITY PVT LTD,2024,18424
3W,GREEN EVOLVE PVT LTD,2024,172
3W,GREEN IMPEX,2024,169
3W,GREEN SHUTTLE TECHNOLOGY PVT LTD,2024,27
3W,GREEN STAR MOTORS,2024,176
3W,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,2024,22
3W,GREEN TECHNOLOGIES,2024,198
3W,GREEN VALLEY MOTORS,2024,4
3W,GREEN WAY ECO RIDE,2024,1
3W,GREENFIT INDUSTRIES LLP,2024,168
3W,GREENTECH AUTO LLP,2024,7
3W,GREENWHEELS AUTOMOBILE PVT LTD,2024,424
3W,GRINDIA G MOTORS PVT LTD,2024,2
2W,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),2024,4
3W,GURUKIRPA INDUSTRIES,2024,1
3W,HAITEK AUTOMOTIVE PVT LTD,2024,60
3W,HANUMAN UDYOG,2024,68
3W,HARSH TRADING CO,2024,36
3W,HARSHVIE INDUSTRIES PVT LTD,2024,4
3W,HBSS E MOBILITY PVT LTD,2024,16
2W,HERO ELECTRIC VEHICLES PVT. LTD,2024,2211
2W,HERO MOTOCORP LTD,2024,19479
3W,HIM TEKNOFORGE LTD,2024,321
3W,HINDUSTAN MOTOR CORPORATION,2024,580
3W,HITECH  MECHANICAL WORKS,2024,4
3W,HI-TECH INDUSTRIES,2024,21
2W,HOMFEEL VEGH AUTOMOBILES PVT LTD,2024,4
2W,HONGKONG YIXING (IMPORTER: ADMS MARKETING),2024,163
2W,HONGKONG YIXING (IMPORTER: VICTORY ELECTRIC),2024,3
3W,HOOGHLY MOTORS PVT LTD,2024,2783
2W,HOP ELECTRIC MOBILITY PVT LTD,2024,163
3W,HOP MOTORS PVT LTD,2024,340
3W,HOTAGE INDIA,2024,7423
2W,HOUSTAN INNOVATION LLP,2024,5
3W,HOVEL CYLINDER PVT LTD,2024,48
2W,HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),2024,1
3W,HUNDA EV PVT LTD,2024,255
3W,HUNDAL INDUSTRIES,2024,562
3W,HYKON INDIA LTD,2024,17
LMV,HYUNDAI MOTOR INDIA LTD,2024,757
LMV,"HYUNDAI MOTORS LTD, SOUTH KOREA",2024,1
3W,INDIA SAFE ENTERPRISE,2024,241
3W,INDIAN MOTORS,2024,1399
3W,INS AUTOMOBILES PVT LTD,2024,272
3W,INVVIGORS INDIA,2024,73
2W,IRA EDUTECH PVT LTD,2024,6
3W,ISUKII GREENS PVT LTD,2024,14
2W,IVOOMI INNOVATION PVT LTD,2024,668
2W,IZANAU ELECTRIC LLP,2024,13
3W,J P AUTO TECH,2024,30
3W,J. S. AUTO (P) LTD,2024,6278
3W,JADE KOREA SPINE LIFE,2024,24
LMV,JAGUAR LAND ROVER INDIA LIMITED,2024,4
3W,JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,2024,108
3W,JAIDKA POWER SYSTEMS PVT LTD,2024,61
3W,JAIN POWER CORP,2024,58
LMV,JAIN POWER CORP,2024,1
3W,JAISIK BUSINESS LINKS PVT LTD,2024,287
3W,JAJODIA COMMODITIES PVT LTD,2024,770
3W,JAL ENTERPRISES,2024,2
3W,JAYATI TOOLS,2024,5
3W,JAYNA AUTOMOBILES LLP,2024,5
2W,JEEVAA E-BIKE MFG PVT LTD,2024,1
3W,JESSUN TECHNO PVT LTD,2024,101
2W,JIANGSU AIMA (IMPORTER: FUTURE EV),2024,40
2W,JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),2024,13
2W,JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),2024,4
2W,JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),2024,7
2W,JIANGSU DALONG (IMPORTER: SABOO TOR),2024,24
2W,JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),2024,10
2W,JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),2024,10
2W,JIANGSU GUOWEI (IMPORTER:ELECTRO-TECH),2024,7
3W,JIANGSU JINPENG (IMPORTER: KKL HITECH EV),2024,16
2W,JIANGSU SUNHOU (IMPORTER: SABOO TOR),2024,2
2W,JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),2024,2
2W,JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),2024,11
2W,JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),2024,121
2W,JITENDRA NEW EV-TECH PVT. LTD,2024,687
3W,JITENDRA NEW EV-TECH PVT. LTD,2024,5
3W,JITENDRA TEMPO PARTS,2024,348
3W,JMT VEHICLES PVT LTD,2024,1383
3W,JOYRAM STEEL FABRICATION WORKS,2024,3
3W,JS MOBILEON PVT LTD,2024,678
2W,JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),2024,37
2W,JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),2024,102
2W,JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),2024,52
2W,JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),2024,23
3W,K T ENTERPRISES,2024,93
3W,K. S. INDUSTRIES,2024,8
3W,K. V. INDUSTRIES,2024,19
2W,KABIRA MOBILITY LLP,2024,27
3W,KABMAX ELECTRIC AUTOMOBILES PVT. LTD,2024,189
3W,KADESEETLA AASHIRWAD GP INDUSTRIES PVT LTD,2024,4
2W,KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),2024,10
2W,KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),2024,12
2W,KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),2024,2
2W,KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),2024,3
2W,KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),2024,17
3W,KAKKAR ELECTRIC AUTO PVT LTD,2024,93
3W,KALINGA VENTURES INDIA PVT LTD,2024,9
3W,KALPVRIKSH ELECTOMOBILES CO,2024,211
3W,KAMAZ INDUSTRIES,2024,42
3W,KANHA ELECTRIC VEHICLES,2024,33
3W,KAPTECH INDIA PVT LTD,2024,1242
3W,KATYAYANI AUTOMOTIVE,2024,2
3W,KCAS ELECTRIC VEHICLES PVT LTD,2024,105
3W,KERALA AUTOMOBILES LIMITED,2024,87
3W,KETO MOTORS PVT LTD,2024,364
3W,KETRON ELECTRIC VEHICLES PVT LTD,2024,1
3W,KGN,2024,170
3W,KGN INDUSTRIES,2024,522
3W,KHALSA E-VEHICLES PVT LTD,2024,5591
LMV,KIA INDIA PRIVATE LIMITED,2024,172
2W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2024,7515
3W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2024,1756
LMV,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2024,30
3W,KIRAN AUTOMOBILE INDUSTRY,2024,77
3W,KIRTI SOLAR LTD,2024,7
2W,KLB KOMAKI PVT LTD,2024,1889
3W,KLB KOMAKI PVT LTD,2024,192
LMV,KLB KOMAKI PVT LTD,2024,1
3W,KPT INDUSTRIES LTD,2024,3
3W,KPT MOTORS,2024,26
3W,KRISHNA ENGINEERING WORKS,2024,748
3W,KRISHNA VEHICALS,2024,91
3W,KUKU AUTOMOTIVES,2024,189
3W,KUMAR ENGINEERING,2024,1100
3W,KUMARAN ENGINEERING ENTERPRISES,2024,15
2W,KYTE ENERGY PVT. LTD.,2024,218
3W,LAKSHYA AUTO SALES CORPORATION,2024,168
3W,LAKSHYA MOTORS,2024,10
3W,LALA G E RICKSHAW AND SPARE PARTS,2024,45
3W,LAWAT MOTORS LLP,2024,264
2W,LECTRIX EV PVT LTD,2024,2661
3W,LECTRIX EV PVT LTD,2024,3785
LMV,LECTRIX EV PVT LTD,2024,1
3W,LEOPAN MOTORS PRIVATE LIMITED,2024,4
2W,LIMA VEHICLE GROUP(IMPORTER: ROUTE & MARS EV LLP),2024,2
3W,LIONIZE AUTOMOBILE PVT LTD,2024,194
3W,LOHIA AUTO INDUSTRIES,2024,770
3W,LORDS VEHICLE MFG PVT LTD,2024,50
3W,LUCKY INDUSTRIES,2024,88
3W,M G INDUSTRIES,2024,53
3W,M K BROTHERS,2024,12
3W,M.K. ENTERPRISES,2024,657
LMV,"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",2024,1
3W,M/S SHRIRAM AUTO TECH PVT LTD,2024,1852
3W,M/S VISHNU CLEAN ENERGY VEHICLES LLP,2024,35
LMV,M/S VISHNU CLEAN ENERGY VEHICLES LLP,2024,3
3W,M2J E VAHAN PVT LTD,2024,8
3W,MAA DURGA ELECTRIC MOTOR VEHICLE PVT LTD,2024,11
3W,MAA KALPANA ENTERPRISE,2024,230
3W,MAA SHAKTI EXIM PVT LTD,2024,1373
3W,MAC AUTO INDIA,2024,401
2W,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),2024,27
2W,MAC INTERNATIONAL (IMPORTER:HONESTY),2024,1
3W,MAHI ENTERPRISES,2024,1
3W,MAHINDRA & MAHINDRA LIMITED,2024,1331
LMV,MAHINDRA & MAHINDRA LIMITED,2024,4305
3W,MAHINDRA ELECTRIC MOBILITY LIMITED,2024,57
LMV,MAHINDRA ELECTRIC MOBILITY LIMITED,2024,1
3W,MAHINDRA LAST MILE MOBILITY LTD,2024,34331
LMV,MAHINDRA LAST MILE MOBILITY LTD,2024,430
3W,MAHTAB BODY MAKER,2024,590
3W,MALAK TECHNO PVT LTD,2024,50
3W,MALI ENTERPRISES PVT LTD,2024,2
3W,MANIRAM ELECTRIC VEHICLE PVT LTD,2024,766
3W,MANISH EV INTERNATIONAL PRIVATE LIMITED,2024,195
3W,MANITA CITY MOTORS LLP,2024,1280
3W,MANMOHAN KAUR,2024,65
3W,MARKUS,2024,35
2W,MARUTHISAN PVT LTD,2024,90
2W,MAULIRAJ INDUSTRIES LLP,2024,1
2W,MECPOWER MOBILITY PVT. LTD.,2024,154
LMV,MERCEDES -BENZ AG,2024,316
LMV,MERCEDES-BENZ INDIA PVT LTD,2024,112
2W,MEW ELECTRICALS LIMITED,2024,6
LMV,MG MOTOR INDIA PVT LTD,2024,7229
2W,MICROAUTOTECH PVT. LTD.,2024,2
3W,MILLENNIAL MOTORS LLP,2024,10
3W,MINI METRO EV L.L.P,2024,7092
2W,MIRAKLE 5 AUTOMOBILES PVT LTD,2024,12
3W,MLR AUTO LTD,2024,143
LMV,MLR AUTO LTD,2024,13
2W,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2024,30
3W,MOHAN GENERAL TRADING COMPANY,2024,31
3W,MOMU AUTOMOTIVE,2024,210
3W,MONDAL TRADING,2024,38
2W,MOTOVOLT MOBILITY PVT LTD,2024,14
3W,MOVE STONE SERVICES PVT LTD,2024,2297
3W,MVM MOTORS PRIVATE LIMITED,2024,5
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2024,2796
3W,NAMAH INDUSTRIES PVT LTD,2024,153
3W,NARAINDASS AND SONS,2024,11
2W,NDS ECO MOTORS PVT LTD,2024,2
3W,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2024,357
3W,NEELAM CYCLE,2024,21
3W,NEUON MOTORS LLP,2024,54
3W,NEW ARCANA INDIA,2024,502
3W,NEW CHAWLA INDUSTRIES,2024,67
3W,NGAGE WHEEL PVT LTD,2024,10
3W,NHD MOTORS,2024,202
2W,NINGBO SANJIANG (IMPORTER: VABRO EVTECH),2024,28
3W,NIPUN SANYANTRA PVT LTD,2024,138
3W,NIRMAL UTILITY SERVICES PVT LTD,2024,7
2W,NISIKI TECHNOLOGIES PVT LTD,2024,23
3W,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2024,2110
2W,NUMEROS MOTORS PVT LTD,2024,150
2W,OBEN ELECTRIC VEHICLES PVT LTD,2024,217
3W,OCULUS AUTO INDUSTRIES LLP,2024,3
2W,ODYSSE ELECTRIC VEHICLES PVT LTD,2024,39
3W,OGATA MOTORS INDIA PVT LTD,2024,47
3W,OK PLAY INDIA LTD,2024,81
2W,OKAYA EV PVT LTD,2024,4387
2W,OKINAWA AUTOTECH PVT LTD,2024,3893
2W,OLA ELECTRIC TECHNOLOGIES PVT LTD,2024,211273
3W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2024,1461
3W,OM INDUSTRIES,2024,768
3W,OM RAJ AUTOTECH LLP,2024,550
3W,OMEGA SALES & AGRO INDUSTRIES,2024,188
3W,OMEGA SEIKI PVT LTD,2024,4592
LMV,OMEGA SEIKI PVT LTD,2024,61
2W,OMJAY EV LIMITED,2024,13
2W,OTHERS,2024,4
3W,OTHERS,2024,174
LMV,OTHERS,2024,84
MMV,OTHERS,2024,1
2W,OZOTEC AUTOMOBILE PRIVATE LIMITED,2024,56
3W,PACE AGRO PRIVATE LIMITED,2024,11
3W,PANTHER ELECTRIC VEHICLES,2024,23
3W,PARAS INDUSTRIES,2024,1822
3W,PARI E-VEHICLES,2024,265
3W,PARI METRO E RICKSHAW,2024,514
3W,PARVEEN AUTO,2024,24
3W,PATS MOTOR CORP,2024,6
LMV,PCA AUTOMOBILES INDIA PVT LTD,2024,916
3W,PIAGGIO VEHICLES PVT LTD,2024,12869
LMV,PIAGGIO VEHICLES PVT LTD,2024,8
LMV,PINNACLE MOBILITY SOLUTIONS PVT LTD,2024,27
3W,PLAUDIT TECHNO INDIA PVT LTD,2024,360
MMV,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,2024,5
3W,POOSHPAK AUTOMOBILES PVT LTD,2024,249
2W,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),2024,89
LMV,PORSCHE AG GERMANY,2024,54
2W,PORWAL ELECTRIC,2024,5
LMV,POWERLAND AGRO TRACTOR VEHICLES PVT LTD,2024,9
3W,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,2024,30
3W,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,2024,9
3W,PRAG MOTORS,2024,94
3W,PRAGYA AUTOMOBILE PVT LTD,2024,79
3W,PRAJJWAL MAHAJAN TRADERS,2024,99
3W,PRAKASH ENTERPRISES,2024,65
3W,PRESTANTIA CREATIONS PVT LTD,2024,11
3W,PRIDE E-MOTORS,2024,220
3W,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,2024,99
3W,PUBANG ETRON ELECTRIC MOTOR PVT LTD,2024,12
3W,PUNJAB BODY BUILDERS,2024,37
2W,PUR ENERGY PVT LTD,2024,3143
3W,PURVA UDYOG PVT LTD,2024,8
3W,PYTHOX MOTORS PVT LTD,2024,462
