category,maker_name,year,units_sold
LMV,GODREJ AND BOYCE MFG CO LTD,2018,1
3W,GOENKA ELECTRIC MOTOR VEH P L,2018,9
LMV,GOENKA ELECTRIC MOTOR VEH P L,2018,15
3W,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,2018,506
LMV,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,2018,1
3W,GOOD ENERGY INDIA,2018,2
3W,GOOD WILL HI PRECISION,2018,3
3W,GOODENERGY INDIA PVT LTD,2018,5
3W,GOODWILL HI PRECISION WORKS PVT LTD,2018,59
3W,GOPAL AUTO MOTORS PVT LTD,2018,277
3W,GRD MOTORS,2018,241
3W,GREEN IMPEX,2018,246
3W,GREEN KAIKETSU AUTOMATIVE IND,2018,10
3W,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,2018,140
3W,GREEN STAR MOTORS,2018,8
LMV,GREEN STAR MOTORS,2018,1
3W,GREEN TECHNOLOGIES,2018,570
3W,GREEN VALLEY MOTORS,2018,220
LMV,GREEN VALLEY MOTORS,2018,1
3W,GREEN WHEELZ (INDIA),2018,131
3W,GREEN WORLD MOTORS PVT LTD,2018,10
3W,GREENTECH AUTO LLP,2018,8
3W,GREENWHEELS AUTOMOBILE PVT LTD,2018,98
3W,GURDEEP ENGINEERING WORKS,2018,1
3W,GURJEET AGRO INDUSTRIES,2018,2
3W,GURUKIRPA INDUSTRIES,2018,251
3W,H. D. AUTOMOTIVES,2018,1
3W,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,2018,77
3W,HARSH TRADING CO,2018,297
3W,HERCULES CRANE PVT.LTD.,2018,16
2W,HERO ECO VEHICLES PVT LTD,2018,17
2W,HERO ELECTRIC VEHICLE PVT LTD,2018,616
3W,HERO ELECTRIC VEHICLE PVT LTD,2018,5
2W,HERO ELECTRIC VEHICLES PVT. LTD,2018,5785
3W,HERO ELECTRIC VEHICLES PVT. LTD,2018,47
2W,HERO HONDA MOTORS  LTD,2018,1
2W,HERO MOTOCORP LTD,2018,39
3W,HERO MOTOCORP LTD,2018,62
3W,HIM TEKNOFORGE LTD,2018,46
3W,HIND AGRO INDUSTRIES,2018,1
3W,HINDUSTAN MOTOR CORPORATION,2018,48
LMV,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,2018,1
3W,HITECH  MECHANICAL WORKS,2018,6
3W,HITECH INDUSTRIES,2018,3
3W,HI-TECH INDUSTRIES,2018,257
3W,HITEK ELECTRIC AUTO CO,2018,155
2W,HONDA CARS INDIA LTD,2018,4
LMV,HONDA CARS INDIA LTD,2018,1
2W,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2018,19
3W,HOOGHLY MOTORS PVT LTD,2018,1216
3W,HOTAGE INDIA,2018,1168
3W,HOVEL CYLINDER PVT LTD,2018,676
3W,HUNDAL INDUSTRIES,2018,256
LMV,HYUNDAI MOTOR INDIA LTD,2018,1
2W,INDIA YAMAHA MOTOR PVT LTD,2018,2
3W,INDIA YAMAHA MOTOR PVT LTD,2018,7
3W,INDIAN MOTORS,2018,5
LMV,INTERNATIONAL TRACTORS LIMITED,2018,2
3W,J P AUTO TECH,2018,17
3W,J S AGRO INDUSTRIES,2018,1
3W,J. S. AUTO (P) LTD,2018,2921
3W,J.S.AUTO PVT LTD (KANPUR),2018,3
3W,JADE KOREA SPINE LIFE,2018,69
3W,JAGUAR LAND ROVER INDIA LIMITED,2018,6
3W,JAIDKA POWER SYSTEMS PVT LTD,2018,157
3W,JAIN POWER CORP,2018,39
3W,JAJODIA COMMODITIES PVT LTD,2018,779
3W,JAY ACE TECHNOLOGIES LTD,2018,26
3W,JAYDEV ENTERPRISE,2018,55
3W,JCB INDIA LTD,2018,9
3W,JEMCO ENGINEERING PVT LTD,2018,3
3W,JESSUN TECHNO PVT LTD,2018,174
3W,JIJO ELECTRIC WHEELS PVT LTD,2018,471
3W,JINDAL ELECTRIC VEHICLES,2018,3
3W,JITENDRA NEW EV-TECH PVT. LTD,2018,1
LMV,JITENDRA NEW EV-TECH PVT. LTD,2018,3
LMV,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),2018,2
3W,JS MOBILEON PVT LTD,2018,283
3W,JUNO CASTINGS PVT LTD,2018,238
LMV,JUNO CASTINGS PVT LTD,2018,1
3W,K T ENTERPRISES,2018,52
3W,KABMAX ELECTRIC AUTOMOBILES PVT. LTD,2018,62
3W,KALIKA VAHAN PVT LTD,2018,55
3W,KALINGA VENTURES IND P,2018,5
3W,KALINGA VENTURES INDIA PVT LTD,2018,96
LMV,KALINGA VENTURES INDIA PVT LTD,2018,58
3W,KALPVRIKSH ELECTOMOBILES CO,2018,1
3W,KAMAZ INDUSTRIES,2018,6
3W,KAPTECH INDIA PVT LTD,2018,205
3W,KARTAR AGRO ENGINEERS PVT LTD,2018,1
3W,KELVINATOR INDIA LTD          ,2018,1
LMV,KGN INDUSTRIES,2018,1
3W,KHALSA  AGRO INDUSTRIES,2018,11
3W,KHALSA E-VEHICLES PVT LTD,2018,1299
3W,KHEMRAJ AUTOMOTIVE INDUSTRIES,2018,177
3W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2018,1374
LMV,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2018,3
3W,KINETIC GREEN ENERGY P SOL LTD,2018,68
3W,KINETIC MOTOR COMPANY LIMITED,2018,13
3W,KIRTI SOLAR LTD,2018,287
3W,KLB KOMAKI PVT LTD,2018,77
3W,KNIGHT QUEEN INDUSTRIES PVT LTD,2018,4
3W,KPT INDUSTRIES LTD,2018,14
3W,KRANTI AUTOMOBILES LTD,2018,1
3W,KRANTI INTERNATIONAL,2018,10
3W,KRISHI ENGINEERING WORKS,2018,1
3W,KRISHNA ENGINEERING WORKS,2018,394
LMV,KRISHNA ENGINEERING WORKS,2018,2
3W,KRISHNA VEHICALS,2018,125
3W,KUKU AUTOMOTIVES,2018,348
3W,LAUNCHER MATERIAL HANDLING INDUSTRIES,2018,2
3W,LAWAT MOTORS LLP,2018,144
3W,LAXMI E-RICKSHAW COMPANY,2018,16
MMV,LIUGONG INDIA PVT. LTD,2018,1
3W,LML LIMITED,2018,3
3W,LOHIA AUTO INDUSTRIES,2018,666
LMV,LOHIA AUTO INDUSTRIES,2018,5
3W,LOHIA AUTO INDUSTRIES LTD.,2018,165
3W,LOTEY AGRO INDUSTRY,2018,3
3W,LOTIA  MOTORS  LTD,2018,1
3W,M G INDUSTRIES,2018,11
3W,M K ENTERPRISES,2018,16
3W,M.K. ENTERPRISES,2018,487
3W,M/S CHAMPION POLY PLAST,2018,66
LMV,M/S CHAMPION POLY PLAST,2018,11
3W,M/S HOVEL CYLINDER PVT LTD,2018,45
LMV,M/S HOVEL CYLINDER PVT LTD,2018,1
3W,M/S SHRIRAM AUTO TECH PVT LTD,2018,2250
LMV,M/S SHRIRAM AUTO TECH PVT LTD,2018,18
3W,MAA SHAKTI EXIM PVT LTD,2018,2033
LMV,MAA SHAKTI EXIM PVT LTD,2018,1
3W,MAC AUTO INDIA,2018,431
LMV,MAC AUTO INDIA,2018,1
3W,MAHI ENTERPRISES,2018,22
LMV,MAHI ENTERPRISES,2018,1
2W,MAHINDRA & MAHINDRA LIMITED,2018,1
3W,MAHINDRA & MAHINDRA LIMITED,2018,4150
LMV,MAHINDRA & MAHINDRA LIMITED,2018,974
LMV,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),2018,1
3W,MAHINDRA & MAHINDRA LIMITED (TRACTOR),2018,3
2W,MAHINDRA ELECTRIC MOBILITY LIMITED,2018,1
3W,MAHINDRA ELECTRIC MOBILITY LIMITED,2018,35
LMV,MAHINDRA ELECTRIC MOBILITY LIMITED,2018,461
3W,MAHINDRA NAVISTAR  AUTOMOTIVES LTD,2018,6
LMV,MAHINDRA RENAULT PVT.LTD.,2018,1
3W,MALHOTRA  VEHICLE MANUFACTURING PVT LTD,2018,47
3W,MALI ENTERPRISES PVT LTD,2018,107
3W,MANIRAM ELECTRIC VEHICLE PVT LTD,2018,16
3W,MANITA CITY MOTORS LLP,2018,8
LMV,MARUTI SUZUKI INDIA LTD,2018,2
3W,MINI METRO,2018,148
3W,MINI METRO EV L.L.P,2018,2513
LMV,MINI METRO EV L.L.P,2018,1
3W,MOHAN GENERAL TRADING COMPANY,2018,17
3W,MOTOR & GENERAL SALES PVT LTD,2018,102
3W,MOTRAC MOTORS PVT LTD,2018,128
3W,MULTI DIMENSIONAL SOLUTIONS,2018,5
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2018,291
3W,NABH MOTORS PVT LTD,2018,86
3W,NAMAH INDUSTRIES PVT LTD,2018,6
3W,NAND ELECTRIC MOTOR VEHICLE PVT LTD,2018,13
3W,NANNHRAY AGIRCULTURE WORKS,2018,6
3W,NANYA AIRCONN PVT LTD,2018,7
3W,NARAINDASS AND SONS,2018,34
3W,NB TURNED  COMPONENTS PVT LTD,2018,29
LMV,NB TURNED  COMPONENTS PVT LTD,2018,1
2W,NDS ECO MOTORS PVT LTD,2018,48
3W,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2018,573
LMV,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2018,5
3W,NEELAM AGRO EQUIP,2018,1
3W,NEW ARCANA INDIA,2018,361
3W,NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2018,3
LMV,NEW MARTHWADA QUALITY TRAILOR,2018,1
3W,NEXZU MOBILITY PVT LTD,2018,1
3W,NHD MOTORS,2018,125
2W,NIC TEST ACCOUNT-1,2018,10
3W,NIC TEST ACCOUNT-1,2018,568
3W,NIKHIL FURNITURES,2018,205
3W,NIPUN SANYANTRA PVT LTD,2018,1
3W,NIRMAL UTILITY SERVICES PVT LTD,2018,128
3W,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2018,102
3W,OK PLAY INDIA LTD,2018,468
2W,OKA MOTOR COMPANY LTD.,2018,2
2W,OKINAWA AUTOTECH PVT LTD,2018,8452
LMV,OKINAWA AUTOTECH PVT LTD,2018,1
MMV,OLECTRA GREENTECH LTD,2018,1
3W,OLYMPUS INDUSTRIES PVT LTD,2018,3
MMV,OLYMPUS INDUSTRIES PVT LTD,2018,1
3W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2018,1701
3W,OM BALAJI AUTOMOBILES I P LTD,2018,145
3W,OM INDUSTRIES,2018,35
3W,OM PACKAGING,2018,4
3W,OM RAJ AUTOTECH LLP,2018,27
2W,ORIGINAL FUEL SYSTEM PVT LTD,2018,1
3W,ORIGINAL FUEL SYSTEM PVT LTD,2018,22
2W,OTHERS,2018,1929
3W,OTHERS,2018,1687
LMV,OTHERS,2018,560
MMV,OTHERS,2018,2
3W,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2018,19
3W,PACE AGRO PRIVATE LIMITED,2018,138
LMV,PACE AGRO PRIVATE LIMITED,2018,1
3W,PACE AGRO PVT LTD,2018,44
3W,PARI E-VEHICLES,2018,210
3W,PARI METRO E RICKSHAW,2018,219
3W,PASHUPATI NATH MOTORS PVT LTD,2018,14
3W,PASHUPATI VEHICLE PVT. LTD.,2018,3
3W,PASHUPATI VEHICLES PVT LTD,2018,17
3W,PATS MOTOR CORP,2018,9
3W,PIAGGIO VEHICLES PVT LTD,2018,11
3W,PLAUDIT TECHNO INDIA PVT LTD,2018,503
3W,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,2018,35
3W,PRAG MOTORS,2018,5
3W,PRAKASH ENTERPRISES,2018,2
3W,PRESTANTIA CREATIONS PVT LTD,2018,23
3W,PUBANG ETRON ELECTRIC MOTOR PVT LTD,2018,1013
3W,RAHUL AGRO EXPORTS PVT LTD,2018,90
3W,RAJ AUTOMOTIVE,2018,18
3W,RAJESH STEEL AND WIRE INDUSTRIES,2018,148
LMV,RAJESH STEEL AND WIRE INDUSTRIES,2018,1
3W,RAJIV RAJ VEHICLES PVT LTD,2018,46
3W,RAMON INDUSTRIES,2018,133
3W,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,2018,129
3W,RASANDIK MOTORS PVT LTD,2018,2
3W,RASIWASIA RASAYAN PVT LTD,2018,22
3W,RAYON ENGINEERS,2018,135
3W,REEP INDUSTRIES PVT LTD,2018,19
3W,REFLEX CONTROL SYSTEM PVT,2018,7
3W,REFLEX CONTROL SYSTEM PVT .LTD,2018,197
3W,REPUBLIC MOTORS,2018,84
3W,REPUBLIC PVT.LTD.,2018,1
LMV,REVA ELECTRIC CAR CO,2018,19
3W,RIYA ENTERPRISE,2018,1
3W,ROARLEO MOTOR PVT LTD,2018,59
2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2018,1
3W,RSD SECURITY SOLUTIONS PVT LTD,2018,270
3W,RUTBA PRODUCT PVT LTD,2018,328
3W,S AND J INDUSTRIES,2018,79
3W,S E ASIA CO,2018,1
3W,S S GLOBAL,2018,45
3W,S.P. ELECTRONICS,2018,6
3W,S.S.AGRO TECH,2018,1
3W,S.V AUTOMOTIVE,2018,209
3W,SAERA ELECTRIC AUTO PVT LTD,2018,3226
LMV,SAERA ELECTRIC AUTO PVT LTD,2018,2
3W,SAKSHAM TECH AUTO,2018,2
3W,SAKSHAM TECH AUTOMOBILES,2018,55
3W,SAKSHAM TRADING COMPANY,2018,354
3W,SAMRAT ELECTRIC VEHICLE,2018,13
3W,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,2018,233
3W,SAURYAA SHARYO CORPORATION,2018,2
3W,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2018,40
3W,SETH INDUSTRIAL CORPORATION,2018,32
3W,SETHJI INDUSTRIES,2018,50
3W,SGLLINE MOTORS PVT LTD,2018,63
3W,SHAKTI AUTO GREEN,2018,155
3W,SHERA ELECTRICAL AUTO PVT LTD,2018,20
3W,SHIGAN EVOLTZ LTD,2018,565
LMV,SHIGAN EVOLTZ LTD,2018,1
3W,SHINE METAL UDYOG PVT LTD,2018,9
3W,SHINE METAL UDYOG PVT LTD (UNIT- II),2018,92
3W,SHIV OM INDIA,2018,582
3W,SHREE MARUTI NANDAN BUSINESSS (P) LTD,2018,33
3W,SHREE SIRIDI SAI MINERAL & EXPORTS PVT. LTD,2018,39
3W,SHREYA ENGINEERS,2018,2
LMV,SHRI ABIRAMI TRAILERS,2018,8
3W,SHRI BALAJI ENTERPRISES,2018,175
3W,SHRI BARSANA E-VEHICLES PVT LTD,2018,575
LMV,SHRI CHINNAMMAN ENGG. WORKS    ,2018,1
LMV,SHRI GANAPATHY ENGG. WORKS,2018,1
LMV,SHRI LAKSHMI LATHE WORKS,2018,5
3W,SHRI NAMO ELECTRIC AUTOMOTIVE,2018,238
3W,SHRI RAM AUTO TECH PVT LTD,2018,26
3W,SHRI RAM AUTOMOBILES,2018,2
3W,SHRI RAM INDUSTRIES,2018,1
LMV,SHRI VENKATESHWARA TRAILOR,2018,1
3W,SHRIRAJ ELECTRIC VEHICLES,2018,40
3W,SIARSA ELECTRICALS PVT LTD,2018,28
LMV,SIDHI DURGA ENGINEERING,2018,2
3W,SINGHAL ENTERPRISES,2018,96
3W,SIRF INDIA VEHICLES PVT LTD,2018,24
3W,SIWACH STEEL PVT LTD,2018,331
3W,SKS TRADE INDIA PVT LTD,2018,770
3W,SKYRIDE AUTOMOTIVE,2018,285
3W,SMART ELECTRO MOTORS,2018,23
3W,SN SOLAR ENERGY,2018,61
3W,SONI E VEHICLE PVT LTD,2018,380
3W,SONI E VEHICLES PVT LTD,2018,13
3W,SPEEDWAYS ELECTRIC,2018,64
3W,SPEEGO VEHICLES CO PVT LTD,2018,900
3W,SPEEGO VEHICLES PVT. LTD,2018,15
3W,SRD RENEWABLES,2018,5
3W,SSB INDISTRIES,2018,141
3W,STAR BULL E MOTORS,2018,185
3W,SUCCESSPATH MARKETING PVT LTD,2018,6
3W,SUGANJI RARA ELECTRIC VEHICLE PVT LTD,2018,2
3W,SUMFONL AUTO TRADERS PVT LTD,2018,197
3W,SUN MOTORS,2018,4
2W,SUPERECO AUTOMOTIVE CO,2018,1
3W,SUPERECO AUTOMOTIVE CO,2018,700
3W,SUPERECO AUTOMOTIVE CO LLP,2018,5
3W,SUPERTECH EV LIMITED,2018,111
2W,SUZUKI MOTORCYCLE INDIA PVT LTD,2018,2
3W,SWADESHI INDUSTRIES,2018,19
3W,T U K INDUSTRIES,2018,2
LMV,TAFE LIMITED,2018,1
3W,TAMILNADU MOPEDS LTD,2018,1
LMV,TATA MOTORS LTD,2018,144
MMV,TATA MOTORS LTD,2018,4
3W,TEJASGREEN AUTOMOTIVE PVT LTD,2018,24
3W,TEREX CORPORATION,2018,1
3W,TERRA MOTORS INDIA PVT LTD,2018,2704
3W,THUKRAL ELECTRIC BIKES PVT LTD,2018,2850
3W,TOP TEAM MACHINES PVT LTD,2018,919
3W,TOYOTA KIRLOSKAR MOTOR PVT LTD,2018,1
LMV,TOYOTA KIRLOSKAR MOTOR PVT LTD,2018,28
3W,TRISHIKA INDUSTRIES,2018,11
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2018,71
3W,TRUZ INDUSTRIES,2018,5
3W,TSM ENGINEERING PVT LTD,2018,47
2W,TVS MOTOR COMPANY LTD,2018,23
3W,TVS MOTOR COMPANY LTD,2018,3
3W,TWINKLE TRADCOM PVT LTD,2018,356
3W,TWO FRIENDS AUTO ELECTRIC CO,2018,260
3W,U P TELELINKS LTD,2018,1
3W,U V MOTORS INDIA PVT LTD,2018,45
3W,U.P. TELELINKS LIMITED,2018,581
3W,UMA  AUTO INDUSTRIES PVT. LTD,2018,126
3W,UMA AUTO INDUSTRIES PVT LTD,2018,6
3W,UMA MOTORS,2018,26
3W,UNICORN DIGITAL SYSTEMS PVT LTD,2018,2
3W,UNIQUE ENTERPRISES,2018,174
3W,UNIQUE INTERNATIONAL,2018,1515
3W,UNITED TRANSMOVERS PVT LTD,2018,657
3W,UNIVERSAL LTD,2018,3
3W,V.T. ENGINEERING,2018,258
3W,V.T.ENGINEERING,2018,1
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2018,113
3W,VANI ELECTRIC VEHICLES PVT LTD,2018,1996
3W,VARIOUS INNOVATIVE SYSTEMS HYBRID NANO UTILITIES,2018,1
MMV,VE COMMERCIAL VEHICLES LTD,2018,3
3W,VEECTERO E VEHICLES LLP,2018,9
3W,VENUS AUTO WHEELS PVT LTD,2018,329
3W,VGLAN BUILDCON PRIVATE LIMITED,2018,8
3W,VGLAN BUILDCON PVT LTD,2018,4
LMV,VGLAN BUILDCON PVT LTD,2018,15
3W,VICTOR AGRO INDUSTRIES,2018,7
3W,VICTORIA E VEHICLES PVT. LTD,2018,59
3W,VICTORY ELECTRIC INTERNATIONAL,2018,2381
LMV,VICTORY ELECTRIC INTERNATIONAL,2018,1
3W,VIMAL UNIVERSAL TRADE PVT LTD,2018,74
3W,VISHWAKARMA GNG INDUSTRY,2018,35
3W,VOLMAC ENGINEERING PVT LTD,2018,30
3W,VOLTAIC INDUSTRIES PVT LTD,2018,21
3W,VRINDA ENTERPRISES,2018,151
3W,VVA AUTO INDUSTRIES PVT LTD,2018,5
3W,WELCOME E RICKSHAW,2018,1
3W,WELKIN HEALTHCARE PVT LTD,2018,25
3W,WOX COOLERS PVT LTD,2018,61
3W,XPLORE AUTOMOTIVE PVT LTD,2018,3
3W,XXPLORE AUTOMATIVE PVT LTD,2018,15
3W,XXPLORE AUTOMOTIVE PVT. LIMITED,2018,87
3W,Y.C.ELECTRIC VEHICLE,2018,46
3W,YC ELECTRIC VEHICLE,2018,10816
3W,YC ELECTRIC VEHICLE PVT LTD,2018,14
3W,YUVRAJ INTERNATIONAL,2018,71
LMV,YUVRAJ INTERNATIONAL,2018,1
3W,ZBEE INDIA PVT LTD,2018,16
3W,ZENIAK INNOVATION INDIA LTD,2018,789
3W,ZESAR MOTORS PVT LTD,2018,12
3W,3S INDUSTRIES PRIVATE LIMITED,2019,48
LMV,3S INDUSTRIES PRIVATE LIMITED,2019,3
3W,A K AUTTO ELECTRICAL,2019,42
3W,A K GUPTA & CO.,2019,438
3W,A P I MOTORS PVT LTD,2019,28
3W,A.V.AUTOMOTIVES PVT LTD,2019,452
3W,A3T INCORPORTED,2019,41
3W,AADHYA ENTERPRISES,2019,6
3W,AADITYA EMOTORS INDIA PVT LTD,2019,10
3W,AADITYA GARBAGE PRODUCTS PVT LTD,2019,13
LMV,AADITYA GARBAGE PRODUCTS PVT LTD,2019,1
3W,AASHI INDIA AUTOMOBILES PVT LTD,2019,1
3W,ACCRETION POWER AUTOS,2019,315
3W,ADAPT MOTORS PVT LTD,2019,6
3W,ADIDEV TECHNOA PVT LTD,2019,8
3W,ADITYA ENTERPRISES,2019,1
3W,ADITYA SAI INDUSTRIES,2019,296
3W,AGRAWAL RENEWABLE ENERGY PVT LTD,2019,2
3W,AKASH AGRO INDUSTRIES,2019,1
3W,AKSMD RECHARGEABLE VEHICLES PVT LTD,2019,1
3W,ALBEDO VISION PVT LTD,2019,6
3W,ALLFINE INDUSTRIES PVT LTD,2019,1737
3W,ALTIER ELECTRIC VEHICLES PVT LTD,2019,177
3W,ALTIUS TECHNOLOGIES,2019,79
3W,AMAN AUTOMOBILES,2019,53
3W,AMAN ELECTRIC VEHICLES,2019,20
3W,AMBIKA INDUSTRIES,2019,427
2W,AMPERE VEHICLES PRIVATE LIMITED,2019,1196
2W,AMPERE VEHICLES PVT LTD,2019,6
3W,ANJALI TRADERS,2019,118
3W,ANKUSH AUTO DEALS,2019,287
3W,APARNA INDUSTRIES,2019,190
3W,APM AUTO SALES,2019,267
3W,APSARA ENTERPRISE,2019,276
3W,ARCHIT ENTERPRISES,2019,251
3W,ARIHANT ENTERPRISES,2019,8
3W,ARMAN GREEN VEHICLES PVT LTD,2019,99
3W,ARNA ELECTRIC AUTO PVT LTD,2019,308
3W,ARROW AUTOMOTIVE,2019,393
3W,ASHA IMPEX,2019,2
3W,ASHWA ELECTRIC,2019,1
2W,ATHER ENERGY PVT LTD,2019,2291
3W,ATR TECHNOSALES PRIVATE LIMITED,2019,5
3W,ATTOLENT AUTO GROUP PVT LTD,2019,492
3W,ATTOLENT AUTOGROUP PVT LTD,2019,2
3W,ATUL AUTO LTD,2019,510
3W,ATUT SANGAM,2019,139
3W,AUTOHAUS PRIVATE LIMITED,2019,329
3W,AUTOLITE (INDIA) LIMITED,2019,571
3W,AVL ELECTRIC VEHICLES PVT LTD,2019,717
LMV,AVL ELECTRIC VEHICLES PVT LTD,2019,1
3W,AVON CYCLE LTD INDIA,2019,1
2W,AVON CYCLES LTD,2019,1
3W,AVON CYCLES LTD,2019,342
3W,AXCEED INDUSTRIES (OPC) PVT LTD,2019,6
3W,BABA E-VEHICLES,2019,145
2W,BAJAJ AUTO LTD,2019,7
3W,BAJAJ AUTO LTD,2019,21
3W,BAJAJ IMPLEMENTS PVT. LTD,2019,211
3W,BAL GOPAL WHEELS PVT LTD,2019,94
LMV,BAL GOPAL WHEELS PVT LTD,2019,1
3W,BALI AUTO INDUSTRIES,2019,315
3W,"BASUDEB ENGINEERING, CUTTACK",2019,1
3W,BENTINCK INDUSTRIES PVT. LTD.,2019,122
3W,BEST WAY AGENCIES PVT LTD,2019,2312
3W,BESTWAY AGENCIES PVT LTD,2019,8
3W,BHAVE ELECTRIC VEHICLES PVT LTD,2019,2
3W,BIG BULL TRADER PVT LTD,2019,565
3W,BIJNOR ENTERPRISES,2019,10
3W,BRIGHT AUTOZONE PVT LTD,2019,708
3W,C M OVERSEAS,2019,16
3W,CAPARO AUTOTECH LIMITED,2019,4
3W,CART INDIA,2019,123
3W,CEEON INDIA,2019,687
3W,CHAMPION POLY PLAST,2019,4215
3W,CHARUVIKRAM AUTOMOBILE PVT LTD,2019,84
3W,CHAUHAN AUTO INDUSTRIES,2019,121
3W,CHEHAK BATTERIES,2019,80
3W,CHIRAG ENTERPRISES,2019,4
3W,CITADEL ENTERPRISES(OPC) PVT LTD,2019,24
3W,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,2019,429
3W,CLH GASEOUS FUEL APPL PVT LTD,2019,11
3W,CONTINENTAL ENGINES PVT LTD,2019,1
3W,CREATIVE ENGINEERINGS,2019,21
3W,CYRUS AUTO INDUSTRIES PVT LTD,2019,2
3W,D S INDUSTRIES,2019,11
3W,DASHMESH TRADERS,2019,149
3W,DAVE EXIM PVT LTD,2019,1031
3W,DD AUTO PVT LTD,2019,222
3W,DE EUSI MOTORS PVT LTD.,2019,119
3W,DEEP DRAWN TECHNOLOGIES,2019,12
3W,DEEPTI SMART MOBILITY PVT LTD,2019,1
3W,DELTA AUTOCORP LLP,2019,896
3W,DELTEK ENTERPRISES PVT LTD,2019,106
3W,DHAR INTERNATIONAL,2019,163
3W,DIAMOND E VEHICLES,2019,2
3W,DILLI ELECTRIC AUTO PVT LTD,2019,3954
LMV,DILLI ELECTRIC AUTO PVT LTD,2019,2
3W,DIVANSHU AUTOMOBILES LIMITED,2019,10
3W,DIVANSU AUTOMOBILES LTD,2019,96
3W,DIVYA AUTOMOBILES,2019,45
3W,DIVYA ENTERPRISES,2019,355
3W,DIWA GREEN TECHNOLOGY PVT LTD,2019,6
3W,DSF INDUSTRIES PVT LTD,2019,72
3W,DUKE AUTO INDIA,2019,271
3W,DUKEMOTO MOTORS PVT LTD,2019,11
3W,DURABLE FLANGES PVT LTD,2019,7
3W,DYNAVOLT TECHNOLOGY INDIA LTD,2019,48
3W,DYS IMPEX PRIVATE LIMITED,2019,1150
3W,E-ASHWA AUTOMOTIVE PVT LTD,2019,3
3W,ECO SMART VEHICLES PVT LTD,2019,58
3W,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2019,147
3W,ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,2019,7
3W,ECOYAN ELECTRIC MOTORS VEHICLE PVT LTD,2019,2
3W,EDMRC MANNSCHAFT LLP,2019,16
3W,EEVEE ENGINEERING PVT LTD,2019,13
2W,EICHER POLARIS PVT. LTD.,2019,1
3W,ELECTRA INTERNATIONAL,2019,23
2W,ELECTRECA VEHICLES,2019,2
3W,ELECTRECA VEHICLES,2019,181
3W,ELECTROTHERM (I) LIMITED,2019,10
2W,ELECTROTHERM (INDIA) LIMITED,2019,2
3W,ELECTROTHERM (INDIA) LIMITED,2019,270
3W,ELEPHANTA INDUSTRIES PVT LTD,2019,53
3W,ELITE AUTO ENGINEERS PVT LTD,2019,16
3W,E-MOTION AUTOMOTIVE INDUSTRY LLP,2019,11
3W,ENERGY ELECTRIC VEHICLES,2019,2407
3W,ENTICE IMPEX PVT LTD,2019,101
3W,EPOWER VEHICLES PVT LTD,2019,160
3W,EULER MOTORS PVT LTD,2019,143
3W,EVEX AUTO INDIA PVT LTD,2019,67
3W,EVOLUTION AUTOTECH,2019,3
3W,EXIDE INDUSTRIES LTD,2019,1
3W,EXTRAMILE GAS TECH,2019,4
3W,EXTREME MOTORS,2019,111
3W,FIVE ELEMENTS,2019,15
3W,G & G AUTOMOTIVE,2019,688
3W,G WILLIAMS FABRICATIONS LTD,2019,68
3W,G.K. RICKSHAW,2019,2257
3W,GAURI AUTO INDIA PVT. LTD,2019,15
3W,GAYAM MOTOR WORKS PRIVATE LIMITED,2019,10
3W,GAYATRI ELECTRIC VEHICLES,2019,195
3W,GENERAL AGENCIES(KOLKATA) PVT LTD,2019,9
3W,GEO ALLIANCE,2019,1
3W,GKON ELECTRIC MOTOR VEHICLES PVT LTD,2019,472
LMV,GKON ELECTRIC MOTOR VEHICLES PVT LTD,2019,1
3W,GOBIND INDUSTRIES PVT LTD,2019,7
3W,GODAWARI TECHNO SOLUTIONS PVT LTD,2019,93
